Country,Age,EdLevel,DevType,OrgSize,RemoteWork,YearsCode,YearsCodePro,NumLanguages,AISearch,AICode,JobSat,ConvertedCompYearly
Australia,25-34 years old,Bachelor's degree,Back-end developer,20-99,In-person,3,2,1,1,0,8,102700.0
Australia,25-34 years old,Master's degree,Back-end developer,10-19,In-person,5,5,5,1,1,5,73800.0
United States,35-44 years old,Associate's degree,Full-stack developer,10-19,Fully remote,14,12,3,1,1,7,178200.0
Germany,25-34 years old,Some college,Front-end developer,"1,000-4,999",Hybrid,5,2,8,1,1,8,99200.0
Ukraine,35-44 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,15,11,8,0,1,4,45200.0
Canada,45-54 years old,Master's degree,Back-end developer,"10,000 or more",Fully remote,21,21,6,0,1,4,198100.0
United States,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,20-99,In-person,16,13,3,1,0,8,241900.0
Brazil,18-24 years old,Bachelor's degree,Front-end developer,"10,000 or more",Hybrid,3,3,1,0,1,5,37600.0
United States,25-34 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,7,6,5,1,1,3,
Poland,18-24 years old,Bachelor's degree,Back-end developer,10-19,Hybrid,2,0,2,1,0,7,
Russia,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,10-19,In-person,3,3,6,1,1,9,
Germany,65 years or older,Some college,Desktop/embedded developer,500-999,Hybrid,33,31,4,1,1,5,125000.0
India,25-34 years old,Master's degree,Full-stack developer,"10,000 or more",Hybrid,10,10,1,1,1,5,32800.0
India,25-34 years old,Bachelor's degree,Back-end developer,"1,000-4,999",In-person,6,5,1,1,1,4,31500.0
Spain,35-44 years old,Bachelor's degree,Data scientist/ML engineer,"1,000-4,999",In-person,12,11,1,1,1,7,94000.0
United Kingdom,35-44 years old,High school/GED,Full-stack developer,10-19,In-person,12,9,2,1,1,7,83400.0
Canada,25-34 years old,Master's degree,Data scientist/ML engineer,2-9 employees,Hybrid,15,14,4,0,1,4,97800.0
France,18-24 years old,Master's degree,Back-end developer,Just me,In-person,2,0,3,0,0,9,115200.0
India,25-34 years old,Bachelor's degree,Front-end developer,2-9 employees,Hybrid,5,4,2,1,1,7,41600.0
Germany,25-34 years old,Master's degree,Full-stack developer,"5,000-9,999",Fully remote,6,6,6,0,1,7,96400.0
Poland,18-24 years old,Bachelor's degree,Engineer (other),"10,000 or more",Fully remote,4,3,2,1,1,3,44000.0
Italy,25-34 years old,Bachelor's degree,Mobile developer,20-99,Fully remote,10,8,6,1,0,7,58700.0
United States,18-24 years old,Bachelor's degree,Mobile developer,"5,000-9,999",Hybrid,7,7,6,1,1,8,138100.0
United States,18-24 years old,Master's degree,Full-stack developer,20-99,Hybrid,6,3,7,1,1,6,143200.0
Germany,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,20-99,Hybrid,5,2,3,1,1,7,84700.0
France,18-24 years old,Master's degree,Front-end developer,20-99,Fully remote,4,1,1,0,1,5,118100.0
India,35-44 years old,Bachelor's degree,Desktop/embedded developer,2-9 employees,Fully remote,13,13,6,1,1,8,38200.0
Italy,35-44 years old,Master's degree,Full-stack developer,20-99,Hybrid,21,18,5,1,1,7,
United States,35-44 years old,Master's degree,Data scientist/ML engineer,100-499,Hybrid,9,8,3,0,1,7,231800.0
United States,25-34 years old,Bachelor's degree,Mobile developer,100-499,Fully remote,9,9,3,1,1,5,
United States,25-34 years old,Master's degree,Full-stack developer,20-99,In-person,6,6,3,1,1,8,181300.0
Russia,18-24 years old,Bachelor's degree,Full-stack developer,100-499,Fully remote,4,4,2,1,0,9,37200.0
United States,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,100-499,Hybrid,16,12,3,1,1,3,177400.0
Germany,35-44 years old,Master's degree,Full-stack developer,"10,000 or more",Hybrid,11,9,2,1,1,9,133500.0
India,18-24 years old,Some college,Front-end developer,"5,000-9,999",Hybrid,8,4,2,1,1,8,32200.0
France,55-64 years old,Master's degree,DevOps/SRE/platform engineer,"10,000 or more",In-person,34,30,2,1,1,7,
United States,18-24 years old,Bachelor's degree,Full-stack developer,500-999,In-person,8,4,4,0,0,2,182500.0
France,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,"1,000-4,999",In-person,7,5,4,1,1,7,140700.0
India,35-44 years old,Master's degree,Back-end developer,10-19,Hybrid,14,10,3,1,1,7,35600.0
Ukraine,45-54 years old,High school/GED,Full-stack developer,"5,000-9,999",In-person,18,15,5,1,1,5,36000.0
Spain,35-44 years old,Bachelor's degree,Back-end developer,20-99,Fully remote,14,14,6,0,1,9,106400.0
India,35-44 years old,Bachelor's degree,Full-stack developer,10-19,Hybrid,13,13,2,1,1,6,27800.0
Italy,25-34 years old,Master's degree,Front-end developer,2-9 employees,Hybrid,3,2,7,1,0,7,65700.0
United States,35-44 years old,Master's degree,Full-stack developer,100-499,Hybrid,13,10,4,0,1,7,184300.0
Netherlands,18-24 years old,Bachelor's degree,Data scientist/ML engineer,20-99,In-person,2,0,6,1,1,9,
Germany,45-54 years old,Master's degree,Full-stack developer,"10,000 or more",Fully remote,16,16,6,1,0,7,94900.0
Germany,25-34 years old,Bachelor's degree,Security professional,20-99,Hybrid,7,3,1,0,1,5,
United States,35-44 years old,Some college,DevOps/SRE/platform engineer,"10,000 or more",In-person,10,9,5,1,1,8,168100.0
United Kingdom,25-34 years old,Bachelor's degree,Back-end developer,20-99,In-person,5,4,2,0,1,8,92100.0
United States,35-44 years old,Bachelor's degree,Back-end developer,"1,000-4,999",Hybrid,10,10,3,1,1,10,229900.0
Canada,25-34 years old,Associate's degree,Full-stack developer,"1,000-4,999",Hybrid,3,0,6,1,1,8,
India,35-44 years old,Some college,Data scientist/ML engineer,500-999,Hybrid,19,18,11,1,1,2,31200.0
Brazil,18-24 years old,High school/GED,Back-end developer,100-499,Hybrid,5,5,6,1,1,9,33900.0
Canada,18-24 years old,Master's degree,Data scientist/ML engineer,"1,000-4,999",Hybrid,3,0,8,1,0,7,102600.0
Poland,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Fully remote,6,6,2,1,1,4,62700.0
Poland,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,6,6,6,1,1,10,46400.0
United States,45-54 years old,Associate's degree,Back-end developer,500-999,Hybrid,27,24,4,0,1,8,291300.0
United States,25-34 years old,Bachelor's degree,Full-stack developer,20-99,In-person,6,3,7,0,1,9,84900.0
India,55-64 years old,Bachelor's degree,Front-end developer,20-99,Hybrid,34,31,7,0,0,4,
Ukraine,25-34 years old,Associate's degree,Full-stack developer,Just me,In-person,3,3,3,1,0,8,28000.0
United Kingdom,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,"10,000 or more",In-person,2,1,2,1,1,7,90900.0
Brazil,35-44 years old,Master's degree,Data scientist/ML engineer,"5,000-9,999",Hybrid,16,14,7,1,1,6,107100.0
Russia,35-44 years old,Bachelor's degree,Full-stack developer,10-19,Fully remote,18,16,6,1,1,5,52600.0
Russia,25-34 years old,Bachelor's degree,Back-end developer,20-99,In-person,13,13,4,1,1,6,51000.0
United Kingdom,25-34 years old,Bachelor's degree,Back-end developer,100-499,In-person,1,1,3,0,0,7,98200.0
United Kingdom,35-44 years old,Associate's degree,Data scientist/ML engineer,20-99,Fully remote,15,14,4,1,1,8,111900.0
Spain,25-34 years old,Master's degree,Back-end developer,"5,000-9,999",Hybrid,7,4,5,0,1,6,70800.0
Australia,65 years or older,Master's degree,Full-stack developer,"1,000-4,999",Hybrid,37,37,2,0,1,6,131100.0
Brazil,55-64 years old,Master's degree,Full-stack developer,"5,000-9,999",In-person,28,24,6,1,1,1,62200.0
Canada,35-44 years old,Bachelor's degree,Back-end developer,"10,000 or more",Hybrid,11,8,5,1,1,10,145700.0
Canada,25-34 years old,"Professional degree (JD, MD, etc.)",Engineer (other),500-999,Hybrid,3,3,6,1,0,8,94700.0
India,35-44 years old,Bachelor's degree,DevOps/SRE/platform engineer,500-999,In-person,16,12,6,0,1,10,38800.0
Australia,18-24 years old,Bachelor's degree,Full-stack developer,"1,000-4,999",Hybrid,1,0,1,1,1,10,
Canada,18-24 years old,Bachelor's degree,Data scientist/ML engineer,"1,000-4,999",Hybrid,7,3,5,0,1,9,102600.0
United States,25-34 years old,Master's degree,Mobile developer,"10,000 or more",Hybrid,8,8,6,1,1,2,180300.0
United States,25-34 years old,Master's degree,Full-stack developer,"5,000-9,999",Fully remote,9,7,4,1,1,7,128400.0
Spain,45-54 years old,Bachelor's degree,Data scientist/ML engineer,10-19,In-person,25,25,5,1,1,5,117400.0
Canada,35-44 years old,Bachelor's degree,Back-end developer,"10,000 or more",Fully remote,15,13,2,1,1,9,
India,35-44 years old,Bachelor's degree,Desktop/embedded developer,"1,000-4,999",Fully remote,9,8,4,0,0,9,37700.0
United States,25-34 years old,"Professional degree (JD, MD, etc.)",Front-end developer,10-19,Hybrid,10,9,5,1,0,4,
Canada,25-34 years old,Some college,Engineer (other),"5,000-9,999",Fully remote,6,3,2,0,0,8,67500.0
United States,25-34 years old,Master's degree,Full-stack developer,20-99,Hybrid,11,8,1,1,0,10,149600.0
Germany,65 years or older,Bachelor's degree,Data scientist/ML engineer,"5,000-9,999",Fully remote,42,40,3,0,0,6,
France,18-24 years old,Master's degree,Full-stack developer,"10,000 or more",Hybrid,5,3,3,1,1,6,75100.0
United Kingdom,45-54 years old,Bachelor's degree,Back-end developer,20-99,In-person,17,16,2,1,0,1,102900.0
Ukraine,35-44 years old,Bachelor's degree,Engineer (other),"10,000 or more",Hybrid,13,9,1,1,1,8,52400.0
United States,25-34 years old,Master's degree,Data scientist/ML engineer,"5,000-9,999",In-person,11,9,7,1,1,9,220700.0
India,35-44 years old,"Professional degree (JD, MD, etc.)",Back-end developer,"1,000-4,999",In-person,13,11,3,1,1,2,32300.0
United States,25-34 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,9,5,2,1,1,10,99600.0
United States,45-54 years old,Bachelor's degree,Full-stack developer,2-9 employees,Fully remote,25,22,3,0,1,3,316100.0
United States,45-54 years old,Associate's degree,Full-stack developer,100-499,Hybrid,25,22,5,1,1,7,183400.0
Brazil,25-34 years old,Some college,Data scientist/ML engineer,2-9 employees,Fully remote,8,6,10,0,1,10,31800.0
India,25-34 years old,Master's degree,Front-end developer,100-499,In-person,7,4,3,1,1,10,26000.0
Ukraine,35-44 years old,Associate's degree,Back-end developer,"10,000 or more",Hybrid,14,11,5,1,1,4,27200.0
United States,45-54 years old,Master's degree,Desktop/embedded developer,"10,000 or more",Fully remote,26,23,5,1,1,10,195200.0
France,25-34 years old,Bachelor's degree,Back-end developer,20-99,In-person,8,7,7,1,1,5,
Sweden,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,20-99,In-person,11,11,3,0,1,6,149400.0
United States,35-44 years old,Associate's degree,Back-end developer,"5,000-9,999",Fully remote,17,15,3,0,1,8,126900.0
Germany,35-44 years old,Some college,Mobile developer,100-499,Hybrid,14,12,7,1,1,3,84300.0
Brazil,18-24 years old,High school/GED,DevOps/SRE/platform engineer,"10,000 or more",Hybrid,1,0,2,1,1,7,38700.0
Canada,35-44 years old,Master's degree,Back-end developer,"5,000-9,999",Fully remote,10,10,3,1,1,9,146300.0
United Kingdom,45-54 years old,Bachelor's degree,Full-stack developer,"1,000-4,999",Fully remote,17,17,2,0,1,7,140400.0
India,25-34 years old,Less than high school,Front-end developer,2-9 employees,Fully remote,5,4,6,1,1,2,14900.0
Brazil,25-34 years old,Master's degree,Data scientist/ML engineer,2-9 employees,Fully remote,13,9,5,1,1,9,61500.0
France,55-64 years old,Master's degree,Full-stack developer,20-99,In-person,30,26,1,0,1,5,131800.0
United States,25-34 years old,Master's degree,Back-end developer,20-99,In-person,6,6,5,1,0,9,196000.0
Sweden,45-54 years old,Bachelor's degree,Security professional,"1,000-4,999",Fully remote,22,18,3,0,1,10,122500.0
United Kingdom,25-34 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,8,4,6,0,1,8,85900.0
United Kingdom,25-34 years old,Master's degree,Back-end developer,100-499,Hybrid,4,0,3,1,1,2,
Spain,45-54 years old,Bachelor's degree,Front-end developer,"5,000-9,999",Hybrid,19,19,4,0,1,8,77300.0
France,25-34 years old,Some college,Full-stack developer,100-499,Fully remote,8,4,1,1,1,5,74700.0
United States,25-34 years old,Bachelor's degree,Full-stack developer,100-499,In-person,9,7,4,1,1,4,
United Kingdom,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Mobile developer,"10,000 or more",In-person,6,6,8,1,1,8,89600.0
Netherlands,35-44 years old,Some college,Full-stack developer,100-499,In-person,9,8,4,1,0,5,66000.0
Brazil,25-34 years old,Master's degree,Back-end developer,2-9 employees,Hybrid,12,8,3,1,1,4,48200.0
Sweden,25-34 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,9,6,4,0,1,4,98300.0
United States,55-64 years old,Master's degree,Mobile developer,500-999,Hybrid,29,29,8,0,1,8,233600.0
India,25-34 years old,Master's degree,Data scientist/ML engineer,100-499,In-person,6,5,4,1,1,7,38000.0
United Kingdom,35-44 years old,Bachelor's degree,Full-stack developer,20-99,Fully remote,12,10,3,1,0,4,95900.0
Canada,25-34 years old,Bachelor's degree,Desktop/embedded developer,20-99,Fully remote,7,6,4,1,1,3,65700.0
India,35-44 years old,Master's degree,Back-end developer,20-99,In-person,17,13,6,0,1,10,53100.0
Australia,18-24 years old,Bachelor's degree,Back-end developer,10-19,Fully remote,3,0,2,1,1,10,60900.0
United States,55-64 years old,Master's degree,Desktop/embedded developer,"1,000-4,999",Fully remote,30,26,11,0,1,6,150500.0
United States,25-34 years old,Master's degree,Full-stack developer,500-999,Hybrid,5,4,3,0,1,5,148800.0
Sweden,25-34 years old,Bachelor's degree,Engineer (other),"1,000-4,999",In-person,6,6,2,1,0,2,
India,18-24 years old,Bachelor's degree,Front-end developer,20-99,Fully remote,8,5,3,1,1,5,40600.0
Sweden,25-34 years old,Associate's degree,Back-end developer,20-99,In-person,6,3,4,1,0,7,101800.0
India,25-34 years old,Master's degree,Front-end developer,"5,000-9,999",In-person,5,4,6,1,1,7,36200.0
United States,25-34 years old,Some college,Full-stack developer,"1,000-4,999",Fully remote,7,3,2,1,1,6,
Netherlands,45-54 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,"10,000 or more",Hybrid,19,18,6,1,0,6,68000.0
Australia,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,100-499,Hybrid,7,4,7,1,0,10,121200.0
Germany,25-34 years old,Some college,Back-end developer,100-499,Hybrid,8,7,6,1,0,7,115300.0
United States,35-44 years old,Some college,Data scientist/ML engineer,"1,000-4,999",Hybrid,12,9,3,1,1,1,111100.0
France,35-44 years old,Bachelor's degree,Data scientist/ML engineer,"10,000 or more",Hybrid,17,13,4,1,0,8,113200.0
United States,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"10,000 or more",Hybrid,0,0,2,1,1,7,97400.0
Spain,25-34 years old,Bachelor's degree,Front-end developer,"10,000 or more",Hybrid,3,3,3,0,0,4,69000.0
India,18-24 years old,Bachelor's degree,Front-end developer,"10,000 or more",Fully remote,2,1,5,0,1,8,21600.0
Spain,35-44 years old,Master's degree,Back-end developer,"1,000-4,999",Fully remote,20,17,3,1,1,1,
Germany,35-44 years old,Some college,Full-stack developer,Just me,Hybrid,11,11,4,1,1,8,113700.0
Canada,25-34 years old,Bachelor's degree,Desktop/embedded developer,"1,000-4,999",In-person,3,0,3,0,1,4,86100.0
Netherlands,45-54 years old,Bachelor's degree,Full-stack developer,20-99,Fully remote,18,14,3,1,1,10,
United States,35-44 years old,Bachelor's degree,Mobile developer,2-9 employees,In-person,13,12,2,1,0,7,190100.0
Australia,35-44 years old,Some college,Front-end developer,"1,000-4,999",In-person,17,14,9,1,0,1,117100.0
United States,45-54 years old,Bachelor's degree,DevOps/SRE/platform engineer,"5,000-9,999",Fully remote,22,21,6,1,1,9,226100.0
India,25-34 years old,Master's degree,Full-stack developer,"1,000-4,999",Hybrid,9,6,8,1,0,9,27000.0
Germany,18-24 years old,Bachelor's degree,Data scientist/ML engineer,20-99,Hybrid,8,5,4,1,1,8,125200.0
Russia,25-34 years old,Master's degree,Full-stack developer,100-499,Fully remote,7,3,5,1,1,7,36700.0
United States,18-24 years old,High school/GED,Data scientist/ML engineer,"10,000 or more",Fully remote,5,4,8,1,1,5,95100.0
United Kingdom,25-34 years old,Bachelor's degree,Back-end developer,"1,000-4,999",Hybrid,2,0,6,1,1,8,76800.0
France,55-64 years old,Some college,Back-end developer,100-499,Fully remote,28,25,5,1,0,9,94900.0
India,18-24 years old,Bachelor's degree,Full-stack developer,500-999,Hybrid,3,0,1,1,0,7,28800.0
India,18-24 years old,Bachelor's degree,Full-stack developer,"10,000 or more",In-person,1,1,7,0,1,2,26400.0
Germany,25-34 years old,Bachelor's degree,Desktop/embedded developer,100-499,Fully remote,6,5,4,1,1,10,80300.0
United States,55-64 years old,High school/GED,Front-end developer,2-9 employees,In-person,30,28,5,1,1,8,163500.0
Germany,25-34 years old,Bachelor's degree,Front-end developer,20-99,Hybrid,9,5,5,0,0,10,97100.0
Poland,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,4,2,5,1,1,4,
Spain,18-24 years old,Bachelor's degree,Full-stack developer,20-99,Hybrid,5,1,3,0,1,4,56100.0
India,25-34 years old,High school/GED,DevOps/SRE/platform engineer,100-499,In-person,3,1,4,1,1,3,27800.0
Canada,65 years or older,Master's degree,Data scientist/ML engineer,20-99,Fully remote,41,39,3,1,1,5,135300.0
United States,55-64 years old,Bachelor's degree,Back-end developer,2-9 employees,Hybrid,28,27,8,1,0,3,212900.0
United Kingdom,18-24 years old,Bachelor's degree,Front-end developer,10-19,In-person,0,0,7,0,1,5,70400.0
Sweden,55-64 years old,Master's degree,DevOps/SRE/platform engineer,"10,000 or more",Hybrid,35,33,2,1,1,7,140100.0
India,35-44 years old,Bachelor's degree,DevOps/SRE/platform engineer,"1,000-4,999",Hybrid,11,8,2,1,1,9,
Canada,45-54 years old,Some college,Full-stack developer,20-99,Hybrid,20,17,1,1,1,3,100300.0
Poland,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,20-99,In-person,5,2,4,0,0,4,71300.0
Canada,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,100-499,Hybrid,5,5,3,1,1,5,152300.0
India,25-34 years old,Bachelor's degree,Data scientist/ML engineer,"1,000-4,999",In-person,8,6,1,0,1,6,30000.0
United States,35-44 years old,Master's degree,Back-end developer,500-999,Fully remote,18,14,2,1,0,9,187600.0
Germany,18-24 years old,Master's degree,Front-end developer,"10,000 or more",In-person,13,9,5,1,1,5,83500.0
India,18-24 years old,Bachelor's degree,Front-end developer,"1,000-4,999",Hybrid,1,0,7,1,1,3,25000.0
Brazil,25-34 years old,Master's degree,Back-end developer,"10,000 or more",Hybrid,7,7,6,1,1,9,53800.0
Germany,35-44 years old,Bachelor's degree,Back-end developer,Just me,Hybrid,12,10,4,1,1,9,108800.0
Spain,25-34 years old,Bachelor's degree,Data scientist/ML engineer,"10,000 or more",In-person,6,3,5,1,1,8,39900.0
United States,35-44 years old,Bachelor's degree,Back-end developer,"1,000-4,999",In-person,10,10,2,1,1,6,210400.0
India,55-64 years old,Master's degree,Full-stack developer,10-19,In-person,25,25,7,0,1,9,40500.0
